tweet_id,text,created_at,author_id,like_count,retweet_count,cleaned_text,sentiment
1946424596292686312,"RT @WizoLayer: 🌍 WizoLayer x WORLD3 — Official Partnership Announcement! 🤝

We’re excited to join hands with @WORLD3_AI — a next-gen ecosys…",2025-07-19T04:19:21.000Z,532214984,0,6956,RT WizoLayer x WORLD Official Partnership Announcement Were excited to join hands with a nextgen ecosys,Positive
1946424592089682149,"Really excited for @PerplexityComet. I think we all really need an alternative to Google Chrome and the fact that perplexity is coming with it makes it even better.

Looking forward to using it once I get access to it and sharing my review.

@AravSrinivas @perplexity_ai 
#Comet",2025-07-19T04:19:20.000Z,1489172551645364226,0,0,Really excited for I think we all really need an alternative to Google Chrome and the fact that perplexity is coming with it makes it even better Looking forward to using it once I get access to it and sharing my review Comet,Positive
1946424586628657414,"interesting how this anti-Zohran, pro-Adams propaganda bot is referencing prediction markets considering how many crypto and AI fans are into it

people seem to have convinced themselves that a bunch of gamblers are able to see the future https://t.co/EH20eof0Zk",2025-07-19T04:19:18.000Z,83289086,0,0,interesting how this antiZohran proAdams propaganda bot is referencing prediction markets considering how many crypto and AI fans are into it people seem to have convinced themselves that a bunch of gamblers are able to see the future,Positive
1946424586511278553,"RT @CryptoXLARG: #Bitcoin Was Just The Beginning.
#Ethereum Is The Infrastructure Of The Future.

It’s Not Just A Coin.
It’s The Foundation…",2025-07-19T04:19:18.000Z,1942987021095702529,0,265,RT Bitcoin Was Just The Beginning Ethereum Is The Infrastructure Of The Future Its Not Just A Coin Its The Foundation,Neutral
1946424561270177829,"RT @avenger8668: go to @0G_labs 
OG Lab –Journey to Explore the New Technology World of Web3 and AI

In the wave of technology that is resh…",2025-07-19T04:19:12.000Z,1946419876027052032,0,34,RT go to OG Lab Journey to Explore the New Technology World of Web and AI In the wave of technology that is resh,Positive
1946424553389134113,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:11.000Z,1877995753248808960,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424550897672500,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:10.000Z,1438527275444494340,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424528365891630,@Chainer0x @OpenledgerHQ @OpenledgerHQ  = Future of Ai,2025-07-19T04:19:05.000Z,1425286199707521025,0,0,Future of Ai,Neutral
1946424514469896574,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:19:01.000Z,1504689509518045187,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424509059174615,"Project managers &amp; changemakers, this is YOUR call! 

Join PRISM 2025: Bionic Edge – where human minds meet AI power.
🗓️ July 28–29 | 📍 Penang, Malaysia or Online

Learn AI tools, future-ready strategies &amp; lead sustainable success.
🔗Register now: https://t.co/zHSCaLcQ9k https://t.co/i5GXLBFfvD",2025-07-19T04:19:00.000Z,900907154210562049,0,0,Project managers amp changemakers this is YOUR call Join PRISM Bionic Edge where human minds meet AI power July Penang Malaysia or Online Learn AI tools futureready strategies amp lead sustainable success Register now,Positive
1946424502449029406,"RT @genesiscapital_: Genesis Capital Invests in AI Cross Matrix (ACM) 

We’re excited to announce our investment in AI Cross Matrix (@ACM_P…",2025-07-19T04:18:58.000Z,2195089433,0,380,RT Genesis Capital Invests in AI Cross Matrix ACM Were excited to announce our investment in AI Cross Matrix,Positive
1946424499383197945,".@linera_io microchains Redesigns L1 for AI agents with boundless scalability and swift processing. The vision of supporting a global network amazes me, shaping a dynamic future!",2025-07-19T04:18:58.000Z,2761734332,0,0,microchains Redesigns L for AI agents with boundless scalability and swift processing The vision of supporting a global network amazes me shaping a dynamic future,Neutral
1946424494828245066,"RT @AI_Hyra: 🌐 Hyra AI - Powering the Global AI Workforce

- 8.3B+ jobs trained
- 2.5M+ connected devices
- $599M+ in rewards distributed…",2025-07-19T04:18:57.000Z,1930480995133992960,0,3052,RT Hyra AI Powering the Global AI Workforce B jobs trained M connected devices M in rewards distributed,Neutral
1946424483876589797,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:54.000Z,1861819532060372992,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424470690005294,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:51.000Z,1767595483529142272,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424465933668411,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:50.000Z,1685934064157532160,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424462364287418,"RT @azen_protocol: 🎉 We’re live on Discord!
Join the official aZen Hub community and be part of the future of AI × DePIN × Web3.

✅ Connect…",2025-07-19T04:18:49.000Z,1921462258502451200,0,5437,RT Were live on Discord Join the official aZen Hub community and be part of the future of AI DePIN Web Connect,Neutral
1946424459063423329,@akbarkholiq_ @build_on_bob @cookiedotfun @tenprotocol @elympics_ai @OpenledgerHQ future with bob,2025-07-19T04:18:48.000Z,4163131392,0,0,future with bob,Neutral
1946424457234649489,@Syrenn88 @cryptojack @gordonaihere AI is the future. GordonAI is leading the charge.,2025-07-19T04:18:48.000Z,1752677664400551936,0,0,AI is the future GordonAI is leading the charge,Neutral
1946424453585629487,"**Tweet 2: Cover Post**  
🧠 Welcome to AI x Web3! 🌍  
💥From AI-driven science to biotech forests &amp; ethical engines, these projects are NEXT-GEN.  
Ready for the future? Let’s explore! 🚀  
#TechForGood #Innovation",2025-07-19T04:18:47.000Z,1444372162773585922,0,0,Tweet Cover Post Welcome to AI x Web From AIdriven science to biotech forests amp ethical engines these projects are NEXTGEN Ready for the future Lets explore TechForGood Innovation,Positive
1946424453585584600,"@sent_dm When all of the online services make one API for all of the AI services, then AI services can replace the expensive software ecosystems on the device in the future with the services developers too not having to build app for different platforms anymore.",2025-07-19T04:18:47.000Z,1790352122485071872,0,0,When all of the online services make one API for all of the AI services then AI services can replace the expensive software ecosystems on the device in the future with the services developers too not having to build app for different platforms anymore,Negative
1946424450473484515,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:46.000Z,1736017061762260993,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424449106067652,"RT @inference_labs: Inference Labs x Neurolov

We’re excited to partner with @neurolov, a browser-powered DePIN network turning idle device…",2025-07-19T04:18:46.000Z,1865575792044085248,0,163,RT Inference Labs x Neurolov Were excited to partner with a browserpowered DePIN network turning idle device,Positive
1946424445301907913,"🎁 Earning Points → SPARK → SOL from your own internet?

TGE in Q2, 2025 ⚡ Airdrop confirmed! Train AI on X.

SparkChain AI is driving the future of DePIN  https://t.co/YInixiQYK8",2025-07-19T04:18:45.000Z,1829043127623319552,0,0,Earning Points SPARK SOL from your own internet TGE in Q Airdrop confirmed Train AI on X SparkChain AI is driving the future of DePIN,Positive
1946424439723184403,"Trump sharpens his stance on Powell &amp; Fed policy ⚖️
U.S. debt crisis looms — is fiscal reform the answer? 💰
The $10T AI explosion is coming — massive risks &amp; unmatched rewards 🤖
@Gavin_Baker breaks down markets, debt, and the AI future you can’t ignore.
https://t.co/TUIfngduHW",2025-07-19T04:18:43.000Z,1727247226638929920,0,0,Trump sharpens his stance on Powell amp Fed policy US debt crisis looms is fiscal reform the answer The T AI explosion is coming massive risks amp unmatched rewards breaks down markets debt and the AI future you cant ignore,Neutral
1946424438121021590,"RT @CaroylnV37989: 0G — Powering the Future of Decentralized AI
@0G_labs
@0G_labsVN
@KaitoAI
In a world where AI is increasingly shaped by…",2025-07-19T04:18:43.000Z,833982565,0,36,RT G Powering the Future of Decentralized AI In a world where AI is increasingly shaped by,Neutral
1946424436120547414,"RT @hyranetwork: What excites you most about Hyra Network?

We're building the future of decentralized AI and we want to hear from you! 💡",2025-07-19T04:18:43.000Z,1930480995133992960,0,2886,RT What excites you most about Hyra Network Were building the future of decentralized AI and we want to hear from you,Positive
1946424422891724831,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:39.000Z,1805672899275374593,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424419556962405,"RT @gameswarrier: 🚀 Fraction AI isn't just a platform — it's a battleground of strategy, creativity &amp; rewards.
💡 I created this video to sh…",2025-07-19T04:18:39.000Z,1299067822925058056,0,277,RT Fraction AI isnt just a platform its a battleground of strategy creativity amp rewards I created this video to sh,Neutral
1946424413383176311,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:37.000Z,1719340243730743296,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424402612212156,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:35.000Z,1865444902642896896,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424402398077210,"RT @Jiritsu_Network: Honored to have co-sponsored @BNBCHAIN Demo Day at @token2049 in Dubai 🇦🇪

The panels were insightful, the demos inspi…",2025-07-19T04:18:35.000Z,2343925026,0,8646,RT Honored to have cosponsored Demo Day at in Dubai The panels were insightful the demos inspi,Neutral
1946424396547322040,"RT @krain_ai: DeFi Cattos X KRAIN AI Partnership

We’re excited to announce that KRAIN will soon be featured in the @DefiCattos Telegram ap…",2025-07-19T04:18:33.000Z,1405437024253865984,0,1320,RT DeFi Cattos X KRAIN AI Partnership Were excited to announce that KRAIN will soon be featured in the Telegram ap,Positive
1946424390520033692,"RT @Web3ornutin: WHAT’S @JoinSapien COOKING? IT’S NOT JUST HYPE, IT’S THE FUTURE OF HUMAN-CENTERED AI.

Let’s break it down 👇

1/
Sapien is…",2025-07-19T04:18:32.000Z,1839542103325417472,0,54,RT WHATS COOKING ITS NOT JUST HYPE ITS THE FUTURE OF HUMANCENTERED AI Lets break it down Sapien is,Neutral
1946424386212315428,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:31.000Z,1742562543887859712,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424382919963034,"RT @LuffaMessage: With @Arichain_’s Multi-VM technology, Luffa’s decentralized social ecosystem evolves with flexibility and speed — seamle…",2025-07-19T04:18:30.000Z,1815623684943708160,0,28393,RT With s MultiVM technology Luffas decentralized social ecosystem evolves with flexibility and speed seamle,Neutral
1946424382886412427,"RT @TheProjectUnity: 🚨 ""We URGENTLY Need Research On How To Prevent These NEW BEINGS From Wanting To TAKE CONTROL""

The Godfather of AI won…",2025-07-19T04:18:30.000Z,1047074900,0,1130,RT We URGENTLY Need Research On How To Prevent These NEW BEINGS From Wanting To TAKE CONTROL The Godfather of AI won,Positive
